Var_ALX,Var_ALY,Var_ALZ,Var_ARX,Var_ARY,Var_ARZ,RMS_EMGL,RMS_EMGR,FFT_GYL,FFT_GYR,STD_ORL,STD_OPL,STD_OYL,STD_ORR,STD_OPR,STD_OYR
0.0556657237726387,0.18736075236775,0.624397096063274,0.00170572253511997,0.00555385743566859,0.0208779838686396,0.745086338830466,0.421068359420453,0.617279031717251,0.661146856781752,0.517595199770623,0.423663613408063,0.341842136815345,0.396595858593586,0.0397970435004926,0.0573369599896715
0.0932502117990693,0.255919385605077,0.5744539238559,0.00223940475173754,0.0141781236064234,0.0146460967596299,0.448163627123889,0.527659380448466,0.599498064858451,0.690810726727513,0.485346935476208,0.456498545797926,0.351997740932618,0.478211151210376,0.0244463023028736,0.0967560532041812
0.0700546972148483,0.286622065448633,0.595120421563933,0.00147773958255738,0.00383838160675944,0.00829431848847156,0.265391599717686,0.606539338820843,0.857349193541838,0.614119710477601,0.487337536770634,0.483532258935567,0.358837132906699,0.188948155015568,0.0152339512970298,0.0383821944589077
0.0762418862147442,0.277526434423641,0.591511701387548,0.000785165715655003,0.00165533184691111,0.010249605001978,0.590517254155533,0.328896210598225,0.869805993490678,0.640045072302347,0.542013548495871,0.47510065060407,0.387082633952978,0.332771390128818,0.0313359191387814,0.0474267837736841
0.0877005067057475,0.297078275415793,0.447118475374929,0,2.34805085533637e-30,4.81897598943484e-30,0.504708860413852,0.619643427094811,0.664161608832439,0.665667587649368,0.367915223131898,0.480758696370711,0.334144213105142,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.132201529927797,0.338527866906779,0.805784440898988,0,2.34805085533637e-30,4.81897598943484e-30,0.515995653900321,0.619643427094811,0.59032679875564,0.665667587649368,0.574897952682479,0.499044970436925,0.37017515507637,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.0902908077782072,0.197263634631589,0.646682628358852,0,2.34805085533637e-30,4.81897598943484e-30,0.674404340498818,0.619643427094811,0.67065302879914,0.665667587649368,0.576239817291343,0.431595704335756,0.380193266904537,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.0768087791837443,0.23299674748005,0.558213521697657,0,2.34805085533637e-30,4.81897598943484e-30,0.285397624251236,0.619643427094811,0.570153763681399,0.665667587649368,0.537665267471867,0.441148234654349,0.356024818181444,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.10714647632351,0.249777083134137,0.662103118826724,0,2.34805085533637e-30,4.81897598943484e-30,0.689492395096576,0.619643427094811,0.760265942451149,0.665667587649368,0.54760583482129,0.477365655674265,0.402883126475974,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.086482404893027,0.276948095900229,0.704540841176212,0,2.34805085533637e-30,4.81897598943484e-30,0.442611577640815,0.619643427094811,0.99253639872531,0.665667587649368,0.553413450197441,0.509219675246127,0.394994389550354,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.101936283758457,0.26715659449438,0.595546013973969,0,2.34805085533637e-30,4.81897598943484e-30,0.0253004214890793,0.619643427094811,0.671643098256229,0.665667587649368,0.544806928810168,0.494760326740769,0.392129046424459,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.106924665974566,0.230883511307769,0.578459754202347,0,2.34805085533637e-30,4.81897598943484e-30,0.289180484137929,0.619643427094811,0.555681856729521,0.665667587649368,0.505015846909621,0.469559243798993,0.364766973432513,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.0999054723724024,0.27045835499524,0.584734277217676,0,2.34805085533637e-30,4.81897598943484e-30,0.429032178532911,0.619643427094811,0.637477368957588,0.665667587649368,0.480646930698298,0.490473557456494,0.383057846117809,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.0903139210011588,0.301458663332903,0.600938227927999,0,2.34805085533637e-30,4.81897598943484e-30,0.869843307530865,0.619643427094811,0.834348074357694,0.665667587649368,0.481979224817041,0.475139748162808,0.38615396886888,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.0976126485995397,0.290171106159138,0.710219246663314,0,2.34805085533637e-30,4.81897598943484e-30,0.570723745301435,0.619643427094811,0.696512755030812,0.665667587649368,0.497544635635876,0.463837435571176,0.39035520170496,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.112072009055836,0.348151796792952,0.561086919646699,0,2.34805085533637e-30,4.81897598943484e-30,0.186620788482485,0.619643427094811,0.713877614667568,0.665667587649368,0.338846228134894,0.523225695127173,0.323229167932329,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.115534894673644,0.360133762860565,0.686019391631718,0,2.34805085533637e-30,4.81897598943484e-30,0.60713418053115,0.619643427094811,1,0.665667587649368,0.589694758186057,0.493433773960853,0.415529207534277,6.32391154208129e-15,2.43767704828838e-15,5.06030577832149e-16
0.784274228094808,0.38128877892101,0.550797426038439,0.00193677054459816,0.00911188152510406,0.0159573900008235,0.439509416600279,0.432302960374263,0.173193753758151,0.653248980974897,0.244257556377426,0.927810913253157,0.290796727701235,0.273125636662422,0.0392377712201389,0.073981155963422
0.740233004358749,0.308804909534666,0.642276550909347,0.00335401481663165,0.0162769724335302,0.0135759501320943,0.499609216052292,0.412397810022511,0.389698314328567,0.655482137552578,0.148991205615528,0.889382945009918,0.254166055494016,0.249730938807382,0.0397772549669823,0.0759033627383978
0.694034750420744,0.298783738801071,0.574040340513032,0.00330195366775744,0.0165631847065537,0.0191369796651494,0.632649469887204,0.349231232864779,0.352262260510182,0.673402372385363,0.153015416110066,0.888758450560093,0.255333160957103,0.252796633062837,0.0306162867867955,0.059159959142844
0.608810907764923,0.354376987695539,0.352099651318755,2.42029323096851e-30,2.34805085533637e-30,0,0.534501427447694,0.443133879852359,0.338904023640458,0.697117552745391,0.125309834884132,0.816874055742881,0.244552807318702,0,2.53924692530039e-17,0
0.604416898611993,0.365144262594607,0.824355285871534,2.42029323096851e-30,2.34805085533637e-30,0,0.609357042681603,0.443133879852359,0.285898429877083,0.697117552745391,0.181052488577313,0.854514328585161,0.265315634320744,0,2.53924692530039e-17,0
0.665521737985735,0.33597089407436,0.450200929743043,2.42029323096851e-30,2.34805085533637e-30,0,0.451813898435799,0.443133879852359,0.332952471207389,0.697117552745391,0.156690009967777,0.883193705471758,0.268027439165894,0,2.53924692530039e-17,0
0.798276291802146,0.446145809701357,0.798961922211143,2.42029323096851e-30,2.34805085533637e-30,0,0.521670689406193,0.443133879852359,0.346064986371455,0.697117552745391,0.212505294395275,0.896839825644864,0.286381680753797,0,2.53924692530039e-17,0
0.710909276496922,0.371673029999856,0.43634444495941,2.42029323096851e-30,2.34805085533637e-30,0,0.235029969013828,0.443133879852359,0.38284062888736,0.697117552745391,0.144289888750959,0.899513466111105,0.276292362666051,0,2.53924692530039e-17,0
0.742692806965438,0.367262974514163,0.423671608135921,2.42029323096851e-30,2.34805085533637e-30,0,0.475041380077558,0.443133879852359,0.262530514016339,0.697117552745391,0.20092652978717,0.889952644894251,0.284805226564328,0,2.53924692530039e-17,0
0.748183490915108,0.374490194982969,0.485007212476558,2.42029323096851e-30,2.34805085533637e-30,0,0.453340254755209,0.443133879852359,0.276677028724923,0.697117552745391,0.196329785779094,0.92927218712655,0.286702398902307,0,2.53924692530039e-17,0
0.72240052792111,0.397026645094796,0.614061208602334,2.42029323096851e-30,2.34805085533637e-30,0,0.378536851327391,0.443133879852359,0.252864226220605,0.697117552745391,0.201591022293268,0.873483775393677,0.280469182096204,0,2.53924692530039e-17,0
0.682221686923861,0.417042185605076,0.451928704938191,2.42029323096851e-30,2.34805085533637e-30,0,0.615381303587218,0.443133879852359,0.38986967425863,0.697117552745391,0.202446462741731,0.892166140574822,0.30281543856761,0,2.53924692530039e-17,0
0.738449704061676,0.353227640042349,0.728509702828867,2.42029323096851e-30,2.34805085533637e-30,0,0.471116073785818,0.443133879852359,0.284843961127882,0.697117552745391,0.190451554321776,0.88975154136184,0.291503281274844,0,2.53924692530039e-17,0
0.648398303136087,0.268900406526237,0.455810531479135,2.42029323096851e-30,2.34805085533637e-30,0,0.472773591104416,0.443133879852359,0.268940203815203,0.697117552745391,0.183610728330296,0.899843267801614,0.283605253580829,0,2.53924692530039e-17,0
0.653145829011985,0.288374800101906,0.462795677843032,2.42029323096851e-30,2.34805085533637e-30,0,0.466035265579163,0.443133879852359,0.31858554999487,0.697117552745391,0.189033634201834,0.867268481109672,0.279268061581759,0,2.53924692530039e-17,0
0.725008918170227,0.378363327898189,0.471242877760955,2.42029323096851e-30,2.34805085533637e-30,0,0.482330665119743,0.443133879852359,0.364369646800698,0.697117552745391,0.154511955872635,0.890692993433512,0.277239957254756,0,2.53924692530039e-17,0
0.713853343099013,0.427529436036464,0.450363307009177,2.42029323096851e-30,2.34805085533637e-30,0,0.343729313827633,0.443133879852359,0.32743669025064,0.697117552745391,0.200091177777083,0.887089012313835,0.282857253631162,0,2.53924692530039e-17,0
0.809619423863328,0.365571853219407,0.626112703266193,2.42029323096851e-30,2.34805085533637e-30,0,0.486957908373477,0.443133879852359,0.38455514720019,0.697117552745391,0.211149258430953,0.871617747550218,0.406650517166045,0,2.53924692530039e-17,0
0.67652280763062,0.333089334328472,0.463801261254604,2.42029323096851e-30,2.34805085533637e-30,0,0.341444432730395,0.443133879852359,0.200691371585614,0.697117552745391,0.181149286984908,0.899112853511065,0.504683476820947,0,2.53924692530039e-17,0
0.0789831317829388,0.148055613987985,0.105668622103696,0.126904656480139,0.286959445676434,0.137499710445457,0.381355736512781,0.511345805467685,0.0765672126312966,0.701471202808236,1,0.253977654276964,0.381974585300212,0.320067139590074,0.43747088497548,0.215926407793272
0.651400103256863,0.65709564035716,0.396444834793672,0.0986777678283597,0.323057322406246,0.148579533169911,0.363545891652896,0.46137829545959,0.299871896540968,0.730457451688724,0.181462828262786,0.80504891811775,0.259273541585705,0.432615813789191,0.420893441159865,0.492272905310062
0.593532270992757,1,0.367556415720849,0.0646621110014205,0.257905893518358,0.133155318608787,0.264103719228126,0.316989276884654,0.272898112417022,0.751886106634531,0.308071617081753,0.833547913895621,0.295796155200276,0.424951031201864,0.36360955449667,0.242858959757893
0.933689633701947,0.617931796334694,0.34274122516068,0.159867656465707,0.326486093130047,0.210727470733335,0.641671855931128,0.524241293806851,0.333296882441054,0.724525850036701,0.20566909196634,0.853280220688416,0.26080341830156,0.346055383067612,0.353379553977112,0.224241146747294
0.77862922357563,0.758607192447711,0.557204044585479,0.113097637886069,0.34336439617988,0.147666776392284,0.270901184341603,0.90310684961396,0.442790849254592,0.755694521594428,0.228325022756296,0.852465278014381,0.260701029585284,0.331536923065992,0.437736981505264,0.245461364347582
0.74098052062802,0.805705883469346,0.451288693681298,0.119333950423792,0.308750111308318,0.168358486324449,0.614731689348275,0.433148917109354,0.39703731123436,0.757192929798955,0.263249130545045,0.838331224316935,0.264199512583051,0.473229331360199,0.428264672082797,0.234027514100493
0.702950042340402,0.784234900022066,0.263474221728635,0.094815052881876,0.35299604183871,0.140501309342518,0.972981191205086,0.561508128655143,0.341104461514586,0.753747504142386,0.223318292433476,0.863414521447415,0.273932860386616,0.365247541962754,0.421458466552727,0.229422036124067
0.624279444963919,0.70806850149912,0.49674439100157,0.0824870430361343,0.36489879510893,0.161584291470088,0.570664180122064,0.553518667240417,0.384482421396699,0.77016569430394,0.28738856295488,0.84154524256324,0.289131411749434,0.417162256648568,0.390002528521757,0.228189087841201
0.615950949638035,0.674240035191627,0.35272790454898,0.0873515970350771,0.300258755385008,0.185250178710808,0.518229345832702,0.513499591613634,0.372590497845832,0.732760331187825,0.261990348376917,0.838373188587498,0.278893408888072,0.427127034506382,0.405289139741799,0.231242522296448
0.750617044453311,0.909184833554169,0.42270250373872,0.156374382586706,0.355123177798351,0.271069343219332,0.691521867992998,0.424027758883151,0.457936209661022,0.775784197446362,0.254346294026022,0.892101869966603,0.281131311190637,0.549578497810911,0.419829586696917,0.253082314096349
0.612790131948666,0.750092387000572,0.4149889552224,0.100812983573694,0.29615634683412,0.179208200005488,0.509178849391187,0.295001017590706,0.410747252775112,0.801103680577231,0.328408191655162,0.836269615622888,0.514428608971614,0.562143422518704,0.403255481094543,0.25417611626632
0.626142778070083,0.81465143481341,0.396092601488164,0.0792773872817185,0.325225809825056,0.171232386126809,0.584664821880501,0.488299030433557,0.425636678056456,0.778041541899555,0.275491128643106,0.801304672873663,0.422728269798621,0.472162065114789,0.401400052434221,0.237160288226401
0.77754358725472,0.748672152025338,0.407142036722763,0.127024340168422,0.357318737783756,0.169743045471522,0.431683331159104,0.276413449833427,0.442582530042519,0.773571053271891,0.298831840007095,0.801843688904204,0.446549013903911,0.523990986460842,0.453584131311578,0.249962792927044
0.51192061109393,0.740152944476474,0.379849586800666,0.0823288985345225,0.306263132412269,0.193501775398551,0.674172553237352,0.311970118524283,0.374007676600281,0.782262490973191,0.351534055234755,0.832383271334925,0.675408429433646,0.619263690059612,0.419062676236078,0.264350850442534
0.675884559958141,0.700461146547174,0.319749819253126,0.097622127002859,0.292540297112923,0.148877852328305,0.660642227051534,0.571522284643688,0.384801543499915,0.740767570498967,0.228985794672615,0.821978460637214,0.393469855703952,0.437786113647075,0.419990455310059,0.237968576837012
