coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10,coeff11,coeff12,coeff13,coeff14,coeff15,coeff16
-0.388493425765095,0.502027892121178,-0.253867027514052,-0.213286996061687,0.108597785283623,0.0465363187870818,-0.0877065030534727,0.0363605825517536,-0.203038007753279,0.0689267346634137,0.0296995441515753,0.0144822015625017,-0.145555984492017,0.204519712387637,-0.213020958565301,-0.555578529239896
-0.174972785031918,0.120639061462586,-0.0239264656089715,-0.0432034799765134,0.0177519160108741,0.253464452721582,0.452300572948436,0.147527235254241,0.700526001759163,-0.294071864873566,0.231606942761862,0.0344105021036765,-0.0153343495414166,-0.138322730183901,-0.0577713261832745,-0.0821317638338095
-0.175546304135324,-0.244894924762258,0.274542795481789,0.0610360494664001,-0.141390601849444,0.197937274063301,0.0341886330050243,0.574777301560521,-0.246998398942733,0.189964243331934,-0.0170018969144608,-0.108348111573877,-0.122280550114932,-0.490872256681569,-0.195922086271558,-0.189699708654128
0.362249921068668,0.140777755206719,-0.278477081687456,0.0281653543472051,0.0696985907887244,0.21902078059404,-0.0465631047609111,0.333257551824024,-0.133081842611446,-0.262419641457921,-0.115861090710799,0.0208454165733685,0.105058374244096,-0.116422631528531,0.643705127375392,-0.25529626069055
0.174567176739679,0.0313621677069264,0.000972440935537722,0.178516500664121,0.677517246988034,0.12068308018417,-0.126891143968923,0.0746460458572304,0.223632011819777,0.552397864030573,0.195687888108742,-0.00772474828379565,-0.204895271463875,-0.0136583242910733,0.0721794241202501,0.0227951455500212
0.19971896090354,0.134428196832908,-0.122556647341804,-0.0787455022839165,-0.261163287803655,0.135520932256034,0.0229651875065625,0.0830975707051155,0.0389524801498997,0.415885704006916,0.283372963714485,-0.095471318925466,0.73350946813697,0.0535384473646664,-0.14365230988828,-0.0372008522227349
-0.0214151573044325,-0.0831021269340223,0.0302350174943593,0.0140056557878815,-0.0552089229175721,0.0283054416562505,0.073715996778083,0.0550054381223746,-0.0758834924748982,0.112584344981006,0.0650730216712181,0.976492738352542,0.0355184263494359,0.0260276787324134,0.0132331468462238,-0.0299336439978888
0.0027747406536466,-0.0927846036852829,0.21687632745713,-0.141193341579128,-0.0104531749242508,0.661531706905081,-0.305748392487658,-0.3489295576975,-0.184770882288831,-0.213094471567288,0.431299396471834,-0.00497295785372477,-0.0700281711131663,-0.0125001831300589,0.0220992459530446,0.017407604793309
0.0160615353577362,0.0103440429791584,0.00529297735830449,0.137348622356814,0.1638480761575,0.270302375466192,0.771414686850939,-0.258600542413857,-0.41178857796417,0.122844217760876,-0.142184844109301,-0.0821085769744199,0.0206575049461221,0.0735313583176046,0.0272536192337418,0.0261286490420152
0.013837799907932,-0.0585227660121444,-0.0894342227947278,0.270199853522799,0.0528437901491704,-0.406825028412566,0.149803586528979,0.163884550111249,-0.280692049014883,-0.225970651245728,0.743844830298886,-0.0573830697004762,-0.0626994627700651,0.0830440697256958,0.0200747255743353,-0.00997924289039259
-0.142598261880358,-0.153914698744401,0.185794146431834,0.00694140133078231,-0.106384257499494,0.207730498115316,0.0156485461749868,0.439043364979026,0.0405682656464092,0.0459915035398431,-0.0408009449805778,-0.0754409509420412,-0.0730130704357188,0.786738234205463,0.13976084109807,0.137828599399827
-0.425563369923157,0.367603147430501,-0.154355153430329,-0.158258294951546,0.0571308021861924,0.0531512036587921,-0.0337955565743449,0.166661162286272,-0.159100974108699,0.0531867108937109,0.0598201649758809,0.0234568593568913,0.0486293117329086,-0.209721408424202,0.212797052121769,0.689916222544699
-0.183103317828683,0.194844122535726,-0.139741146563396,0.856496061047315,-0.280460332353095,0.196963750941404,-0.173267755874385,-0.112749147766667,0.0794179767808119,0.0345988053574523,-0.0820903859643605,0.0113698945050165,-0.027321605809505,-0.00366116265719851,-0.00869101998928182,0.00111494538142087
0.302789673097919,0.15974385131976,-0.152703522612486,-0.179621924239688,-0.54586966541105,0.00805490406372017,0.133008013284874,-0.0619382173777556,0.0621916620157985,0.341856106857672,0.159747226630028,-0.0333860748258258,-0.582110809192093,-0.0261779967268177,0.130781177104645,0.0603544685617699
0.44048154015091,0.124156548033724,-0.295788141760107,0.03307767046583,0.10861250494151,0.194305920249217,-0.0393172323464122,0.253140244381201,-0.106679550371174,-0.265644651301092,-0.108093117999584,0.067347548969674,-0.1191215533215,0.0683697447700282,-0.623603444522927,0.284404761016925
0.253905296624547,0.61465595221988,0.722756665236131,0.0775407663635913,-0.000674442383702643,-0.11799902424524,0.0261236269541614,0.0577347877153745,-0.0319443073479374,-0.0889062229119144,-0.0144461029580888,0.0404882994723506,0.0237006402554053,0.00506834599987493,-0.00339165686556109,0.00536279934414952
