coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10,coeff11,coeff12,coeff13,coeff14,coeff15,coeff16
-0.382623882751707,-0.307247971639822,0.285449785205019,-0.365423827813823,-0.0456042561537738,-0.0529475140388928,-0.0281728384750788,-0.00970542546500175,-0.228592756978274,0.228777039162489,-0.122230982524206,0.0297591863712959,-0.0662126442579029,-0.0181613207690945,0.450989326694969,-0.45813259854807
-0.140314836550168,-0.144293709103957,0.152901006108866,0.127149875591862,0.135674375624073,0.103513315131081,0.0559691545525106,0.0697708035501853,-0.132026886335663,0.0169069937560253,0.743405323066454,-0.0617223247122064,-0.540127797245181,0.0792507772638112,-0.099705421511931,0.0261581862430799
-0.183685727276409,0.0862264371659174,-0.354201825620482,-0.0537758682665347,0.497800925096622,0.16957591607385,0.123653899139721,0.0684636872173003,0.0633808883707235,-0.157610352982447,-0.440934882796663,0.0808956297964126,-0.546843379415163,0.0501346815390294,0.0377719237206214,-0.0336265070885144
0.405821824581136,-0.461399948497123,-0.00328481423073063,-0.132610925812246,0.242500008830749,0.133496281975703,0.033299925091924,-0.21674502485016,-0.0831380049110639,-0.0482509566408054,-0.0415437635258136,0.0247647858232084,0.0903903686315669,0.0845677125903058,-0.504491365855657,-0.445751688296733
0.0526603931743918,-0.0500126882729978,0.00813296941795172,-0.0170551849924768,0.0343847925096013,-0.0116428096460135,0.0369408793578967,0.162091508852682,0.0309565994969448,0.05539964866571,-0.0269873877269154,-0.0802171839796828,0.116009842255981,0.957123630574055,0.130110473807335,0.0880296755017947
0.212480280224051,-0.148894722667788,0.0425716770016627,-0.054505357916122,0.075599575740736,0.00664137567272942,0.035047214060796,0.742832481498731,0.110662838482496,0.21971964218116,-0.0956679894656745,-0.506008241760268,-0.0139322126164196,-0.203841460804086,-0.0380773913053827,-0.0140170791751748
-0.0341960965873534,0.00539800303416287,-0.0763712235284666,0.0845428961684638,0.146552049073394,0.131258253854498,-0.190912569912196,-0.287016926773739,0.547914997311844,0.723885589974553,0.0470127047825364,-0.0169552787342823,-0.0354375530724576,0.00190132861659,0.00607176668790248,-0.0165437740260531
0.0190741769874925,0.112692243818587,-0.208674624954796,-0.056060372423677,-0.353161863177102,0.655069955576062,0.498871756545747,0.000153097547801465,-0.254987925658503,0.264832112049911,-0.00421795651268703,0.0146907178266065,0.0454013045068773,-0.00318724121959374,-0.00859731591521404,-0.00138539875908578
-0.123470209837932,-0.0791061718778264,0.123729514034204,-0.448524825754782,-0.182891634890824,0.143846496514138,0.26313456084892,-0.0114562999537178,0.682496583086691,-0.390254877687763,0.136400638372162,-0.0375407619300925,0.00472510058969511,-0.00255346791432672,-0.0143646712958782,-0.0123089927925402
0.0822752687947659,0.0768267862753431,0.139620570868915,0.0747621116508444,0.132246495148222,-0.541268222951353,0.759895788200703,-0.164868893101885,0.0203766904274884,0.199669247816097,-0.0387801117001979,-0.050851507885073,-0.0443333098758003,-0.0230057892926708,-0.01713966264261,0.000307763659944241
-0.303808196626566,-0.0158201380757958,-0.253719335900698,0.0536547083238399,0.545376983780001,0.106859670818207,0.145689324339177,0.075029165811988,-0.0230009776720541,-0.08581530884717,0.313886299298568,-0.0370616200872679,0.599895200050089,-0.0943872319918813,0.155474986647797,-0.0611638640764798
-0.429193679641635,-0.251314662896701,0.151526170607852,-0.281371470728348,0.0722645395798446,-0.0187803996285293,-0.00872723764337528,-0.0084721101523802,-0.161552921466946,0.168937360851486,-0.167710388557851,0.0227980758155783,0.0938639491078594,-0.00385238281791334,-0.474031805481111,0.572681144103241
-0.188366858920087,-0.283824507347032,0.451070813842744,0.680361427086997,0.000116291113409883,0.276120470088306,0.127290401066541,0.0191957626562971,0.161087483570509,-0.149101381308314,-0.266075430589019,0.031970751927947,0.0590972944830861,-0.0125421252008909,0.0310480200237928,-0.0133692261506553
0.124312341736892,-0.0483516058411204,0.0482964566681893,-0.0273051484012414,0.0302267719195562,-0.0521291393453496,0.0611806661394187,0.460324777344319,0.109874894198508,0.150210130869981,0.0742375972897992,0.846476572954637,0.0352302585524267,-0.0308798855442175,-0.0303696316429022,-0.00842184149201235
0.454115483855104,-0.389172097005273,0.0462102383888265,-0.127924146222373,0.187516901684528,0.134942731843565,0.0362042707160692,-0.192203091325796,-0.0537976336427745,-0.0386853206580757,0.0135097139640133,0.0409346682353731,-0.0414084095124101,-0.124298787314012,0.509501813578453,0.499192832769182
0.174205268171134,0.563147301242459,0.623172875068438,-0.217840305772254,0.360734420897039,0.266035652688603,-0.0502133373122776,-0.0263838505192726,-0.0847931867316665,0.0187661393757358,-0.0299950996784608,-0.00748643514486898,0.0507885885602042,0.00727322506026939,-0.0371842487919411,-0.0091748985334002
