testData1,testData2,testData3,testData4,testData5,testData6,testData7,testData8,testData9,testData10,testData11,testData12,testData13,testData14,testData15,testData16,testData17
1,1.19796540214038,-0.107035538031321,0.810641636487198,-0.38568137563373,0.100767740626545,0.177590092679715,0.522367196269567,0.128320125150834,0.547077888648449,0.00613598442531635,-0.206214189429174,-0.158896355481655,0.161702324914926,-0.0602624080121277,-0.022307824901563,-0.00687920627232332
1,1.21264162972404,-0.0692874373104416,0.803535112073252,-0.384063263121419,0.142055722413419,0.188528470579901,0.435031093740278,0.12675478114315,0.497044882609179,0.0642351399293395,-0.190867404075478,-0.168090499402835,0.183022044141434,-0.0485550619826319,-0.0249975767653674,-0.0179781182511522
1,1.12179564448251,-0.0780834147642241,0.629705744445411,-0.326938429140985,0.142080276373334,0.192623428165944,0.532837769475354,0.153688057252585,0.53173008791571,0.020951205049245,-0.211361378733607,-0.165131716811097,0.187379995281961,-0.0573592067799044,-0.0207154444336341,-0.00797769452983974
1,1.01606958458928,-0.177128102540415,-0.114013093729041,-0.308987559698776,0.149704866535568,0.294083502924212,0.563467171466045,0.14367526559649,0.490630049035169,0.00835629741401492,-0.22148837927244,-0.225492468457863,0.178389321599502,-0.0762982680319134,-0.0130101010331876,-0.00224712862653963
1,0.645313582360544,-0.176436306342608,-0.0788690362053104,-0.100056341297769,0.0609564892855076,-0.14433993455003,0.765696013468606,-0.00947287848038133,0.471174637668877,-0.22949607296256,-0.192899366867137,-0.206845841687949,0.132069785590805,-0.00555041312976396,0.0217478256421555,0.00484083536558984
1,0.612262119292211,-0.00433154561994379,-0.0538962586553457,-0.0660545380748923,0.233304175376581,-0.0950887854420012,0.824283354234755,-0.125568911061629,0.527055686420156,-0.0792784843258819,-0.241038186134897,-0.212744820926985,0.159704349901736,-0.0351483888296753,-0.00594411055871356,-0.0261232599056658
1,0.713461130841814,-0.207303150637472,-0.0719209323741804,-0.0458141715903098,0.0627128643908928,0.0808232282502984,0.420167294203076,0.12749480577202,0.453906981500724,-0.159217530949004,-0.172464200974094,-0.247358127504589,0.316815324510364,-0.042570990563664,-0.0193143961972562,-0.0295874167784112
1,0.682078200467113,-0.357735609884334,-0.0259071198997727,-0.106348880381154,-0.150239197240843,0.0983384644738224,0.628944674342113,-0.0267150405468015,0.538331316754707,-0.0484261190104236,-0.267268174259578,-0.233229453096335,0.181369357265827,-0.0448400028911367,-0.00244045050990592,-0.0200935105942984
1,0.838754842836026,-0.386103882364759,-0.0409536717230129,-0.123640423554224,-0.13876723039543,-0.00769256579066829,0.844160667244302,-0.145435958139471,0.54656699039348,-0.049534773120091,-0.280047242227649,-0.2926740215563,0.305375544923123,-0.0434632668855174,0.0145088735409957,-0.0200114536202117
1,0.748279047292473,-0.345338351085473,-0.0454325978572754,-0.184681834457319,-0.0871839463536767,0.209245143467621,0.326796028061418,-0.0107433955623427,0.484932601454709,0.0223071986886458,-0.253126548564848,-0.215333725533231,0.142361221182765,-0.0315322757357119,0.000214494036214622,-0.00732621797158514
