testData1,testData2,testData3,testData4,testData5,testData6,testData7,testData8,testData9,testData10,testData11,testData12,testData13,testData14,testData15,testData16,testData17
1,-0.669871031803938,0.461267460784939,0.138260498327165,0.491636927602287,0.374799385512067,0.406743183644865,0.189140748321227,-0.128141022437382,0.334688067290833,0.21782094205879,-0.0664440067511773,0.361946079718612,-0.0969779240820994,0.0305142097713454,0.0560655390741194,0.146595863689695
1,-0.667071543218671,0.458061031810666,0.143403514261031,0.499292759705019,0.36549731841564,0.407701083110263,0.184271792662516,-0.123025240490422,0.306753518726687,0.227019177260691,-0.068482878400704,0.379718380270938,-0.106959346868729,0.0186133071854929,0.0580248753662468,0.167130865649553
1,0.450871259140345,0.205893027188279,0.258231527785986,0.286335511051715,0.382460187327465,0.412501892475943,0.114405046038574,-0.153901880203864,0.259467863498733,0.173477145751065,-0.0245618711664064,0.330943198121224,-0.149443409111088,0.0372525357019877,0.103201260249239,0.134850708038254
1,0.567184867551783,0.241818616568011,0.0307230872047308,0.391325804086132,0.464829698723028,0.282392668293372,0.091661194252619,-0.0971243385376292,0.289915398942423,0.249348356257214,-0.023489116375391,0.375422074937148,-0.151889338074576,0.00730791019232668,0.0862249934079053,0.1420436508806
1,0.5045267200763,0.0797580948827544,0.375370559722108,0.712190078537553,0.299879902458843,0.400389040782397,0.138980753389105,-0.0704999669151576,0.29137413730945,0.215071435664664,0.00386350713340797,0.24991392054019,-0.166125091690529,0.0383247580441285,0.0797165766865234,0.164058758939667
1,0.468664799396984,0.141432639065466,0.319015628786728,0.389281679783748,0.571195609253547,0.535783550832502,0.0807626823150311,-0.245643786676132,0.314186325500274,0.170445502662024,-0.0234476493500297,0.392601539899935,-0.158288259448798,0.0292931947980279,0.0902566783013846,0.156189300752898
1,0.434457762388827,0.11771127373843,0.230422449097818,0.474623234450957,0.269608805389738,0.342362411335865,0.1841512402595,-0.0512577788448152,0.280274233313127,0.235928441122115,0.0212054186037973,0.305227921782148,-0.164564290623512,0.0293623358608542,0.0875247106653145,0.149966392670353
1,0.477063860093763,0.0634755445413514,0.3989348400224,0.637799585572043,0.457293737809889,0.456147290247712,0.0735769062025831,-0.149623099440269,0.313552238694413,0.18574623767012,-0.00697291747325789,0.303281785828586,-0.166847713982582,0.044987898253408,0.0952570773735071,0.163139251951269
1,0.398241926679585,0.0704230000560584,0.271032656152639,0.304443184363065,0.673555149318025,0.596945378785357,0.0637964417141375,-0.326058318533383,0.294621145024562,0.137227041829046,-0.0545738090313095,0.42768118512723,-0.161293111906071,0.0297028966980546,0.113110111454021,0.150510238163226
1,0.114052798513088,-0.157535431111877,0.388117300682488,0.406225111325187,0.350409565984967,0.438682200469198,0.07081201640042,-0.152695308033157,0.268290925082571,0.147209152949031,-0.00322050536253304,0.306739768694867,-0.151829301395219,-0.00620285595493669,0.0570448518467004,0.125125386103726
