testData1,testData2,testData3,testData4,testData5,testData6,testData7,testData8,testData9,testData10,testData11,testData12,testData13,testData14,testData15,testData16,testData17
1,0.757954210849238,0.907673861987917,0.594730207240328,0.138033166027016,0.0837577700337578,-0.273323081169709,-0.0444000103537058,0.105074821345675,0.373619810415239,0.318591656055626,-0.000444490049818308,0.172255230016226,0.167469698752933,-0.0148391507860775,-0.00432651856279116,-0.0652947544589189
1,0.884704703514275,1.08308745068545,0.175638474753244,0.392994447642748,-0.0194868830792458,0.114126422104103,-0.301277631108976,0.427364429835526,0.544125755562183,0.459251774253159,0.0329800708078395,0.06381858861097,0.203727762437515,-0.01985781285247,0.00997377751301308,-0.0550777709920072
1,0.849828615041218,1.10142210151078,0.321104496053829,0.425383782274857,0.0138032785492489,-0.0545454214093024,-0.347965942110598,0.250912262352579,0.456229593229496,0.445701437096609,-0.016048134242114,0.0561062591687824,0.234043706336196,-0.0360292185432301,0.0249698262269997,-0.0596610842342656
1,0.884865592247009,1.13015548379208,0.219286273238734,0.522708815079903,-0.0313468603761854,-0.182029635943827,-0.427435028016229,0.114734359244584,0.425083003387184,0.487393527548064,0.0947436522231883,0.0803355896873326,0.183060376384591,-0.00549475369887342,-0.00600941371221746,-0.0510075333832165
1,0.963074646626542,1.15860755046859,0.108908481803895,0.563584155088443,-0.0358049257854179,0.0166303675250845,-0.295033209498362,0.437921199773387,0.558824112698325,0.468951740127701,0.0918981632082444,0.0259103170264777,0.174087789970586,0.0037422467662605,0.0131367585403941,-0.0428430198441978
1,0.917290256901871,1.14731886183323,0.174054784952301,0.547049811591638,-0.014050115094719,0.0426839176962582,-0.47728250078606,0.47705512382011,0.560598090770139,0.509473931582055,0.0259646664254735,0.0444971793156192,0.208275737324627,-0.0223622366551083,0.0337464507439405,-0.0434103017466068
1,0.930160589124786,1.14992480604318,0.144581888930144,0.483680344249366,-0.0510616118481966,-0.113161469798575,-0.358597177309154,0.233714140130877,0.43277436106556,0.404225896963373,0.0569722883760747,-0.0179134504873768,0.180123348464944,-0.00230624154126991,-0.00776781112388337,-0.045140116932332
1,0.949008263696002,1.16174957103298,0.141792009956789,0.491744460056938,-0.0499826113987679,-0.100398059256503,-0.334877309447436,0.231087862992214,0.439871679403561,0.422525092509538,0.0869985787274769,-0.00497785505384919,0.16854571670453,0.00425652206619245,0.00592533720009306,-0.0429237432635357
1,0.93324088653909,1.15725279951097,0.167352338431704,0.416179895893629,-0.0218776316789588,-0.0804773982349627,-0.308005194609489,0.223409398758117,0.4174870192606,0.449895228048145,0.0856721316437166,0.0105197679757364,0.173842780773705,-0.00868877970693516,0.0220019314837422,-0.0480386129796051
1,0.829026156088909,1.07134349472252,0.220662099162576,0.414412197163579,0.00303582017371741,-0.0857386384752963,-0.311400461757228,0.182544952023629,0.398255480362932,0.444100623032172,0.0410169109462151,0.0381933691541475,0.204347891695113,-0.0286537910377865,0.005510183625547,-0.0571722030272269
