trainData1,trainData2,trainData3,trainData4,trainData5,trainData6,trainData7,trainData8,trainData9,trainData10,trainData11,trainData12,trainData13,trainData14,trainData15,trainData16,trainData17
1,-0.321550627132247,0.256046073434031,-0.485277209473536,0.499497489902469,-0.28235015743,-0.145202624230699,0.0276249012651824,0.420619092965234,0.498266757087802,-0.264270682504562,0.0430796620503788,-0.0153182185959438,0.0045281192445603,-0.0552689292396902,0.03675614146913,-0.00363428511840684
1,-0.316459279856837,0.256113582774468,-0.459871126518115,0.451578053549458,-0.27129495075355,0.0830215045354497,0.0711888703448265,0.365370552308848,0.499927406814013,-0.236356590815303,0.0323034362541463,0.0768375044254648,-0.0551437564889129,-0.0373570020974375,0.0804788422972324,-0.00687839776804323
1,-0.38718736781977,0.309157267044902,-0.557195603502476,0.569590323197068,-0.324404197388391,-0.00880255762283536,0.0179894000214025,0.439745084622246,0.504271785885333,-0.23231708094495,-0.0164095929562617,0.0395559066065228,-0.0367763854765375,-0.0653506849944907,0.0437503123037838,-0.00479146823672029
1,-0.417298806021407,0.338440277605507,-0.577466152843537,0.589276804285389,-0.336129816338495,-0.154750783047272,-0.0123745671352288,0.476411778780932,0.483515317413165,-0.295063181606014,0.0863534328237323,-0.00502666126360971,-0.00940921209460022,-0.0544793203834541,0.0555136908533857,-0.00245234814835362
1,-0.397157449805637,0.350979742324409,-0.478317957824628,0.430317145003898,-0.267112986805884,0.0272795683949382,0.0930012709226089,0.319402439452383,0.512251672193123,-0.222531501384349,0.0051332853124516,0.106050116468123,-0.0557976724662079,-0.0390822108110776,0.0833951073559124,-0.0103380073071628
1,-0.45441435831024,0.393821497244632,-0.556850686830809,0.555407582476578,-0.314191838355817,-0.0833960491967115,0.113598781141371,0.237016178098576,0.492620986687693,-0.182701278599164,-0.0314659963943038,0.118779631069208,-0.0670879111054825,-0.0452537758729736,0.0504905390263831,-0.0137745916941162
1,-0.360769909864878,0.304239552864837,-0.480599530576542,0.455887169232603,-0.278760694892457,0.15154006673284,0.113256274015997,0.283630540469526,0.493385169553826,-0.206276408936854,0.0174373108086179,0.156754089026925,-0.102036412857507,-0.0342872600990677,0.0684606540310797,-0.0102910964989193
1,-0.438362996907598,0.360708609737223,-0.585396085442137,0.572336197886716,-0.335425919713662,0.0733728943255259,0.0100912813658034,0.465097806834611,0.524135132440298,-0.21662548357103,-0.0685910000445368,0.110240614493227,-0.0679735784379278,-0.0800474352685059,0.0488142550151158,-0.00598387508624917
1,-0.429264774688477,0.366323087841547,-0.548140473019447,0.472254642799073,-0.295590757502448,0.0672322306748581,0.0400536820524659,0.422352844308137,0.523061316984468,-0.235803407738913,-0.0189608207465177,0.11951629269148,-0.0644383741142827,-0.0616544989908751,0.071103207773377,-0.00726471633969201
1,-0.553421361259251,0.554849916626978,-0.378324575321784,0.661962187077746,-0.361754854915417,0.14424458175533,0.141586554152181,0.187947299458796,0.478997704140554,-0.152058903734683,-0.0102535492177899,0.0950350125360505,-0.09962154259193,-0.0181758839306404,0.0612673809450977,-0.0141127413303013
