trainData1,trainData2,trainData3,trainData4,trainData5,trainData6,trainData7,trainData8,trainData9,trainData10,trainData11,trainData12,trainData13,trainData14,trainData15,trainData16,trainData17
1,0.555386478164613,0.452902746666566,-0.146967123592197,-0.647879941493363,0.354846355718272,-0.28745563930336,1.1429483994353,0.897467494237206,0.0899645268407444,0.352432186562746,0.242436862575546,0.194540882591975,0.211626582609467,0.0594653835535179,0.051214915268132,0.0675717714948043
1,-0.94126440750338,1.05408008069502,-0.251942276597632,-0.177128044756896,0.616650098088133,0.672798963080181,0.245075563383468,0.581547798117593,-0.177248667940556,0.165873259447467,0.333744097378248,0.236854632196329,-0.057179713242205,0.0541069273274701,0.0224406318447514,0.0585863632620478
1,-1.05707115860223,1.24535903518772,0.0686986272477236,-0.143601109332716,0.694177623894074,0.683312817506633,0.192914265184756,0.561039354898055,-0.151620186806751,-0.0162265902418521,0.0513357441121804,0.372402687156148,-0.0580657790524118,0.00467027563919977,0.0278086540340166,0.0492939181436745
1,-1.0352078392447,1.22728228348145,0.099680792126836,-0.142263811275934,0.679809115026065,0.684467445065635,0.215850246583284,0.57928842860307,-0.0731662547334746,0.0602269798670911,0.0637856297321035,0.392592689316056,-0.0526934650961544,0.0227532550711998,0.0259676907309693,0.0480523580016939
1,-1.01689637799862,1.21877111678119,0.126074683235572,-0.15227680045008,0.647402526192704,0.628164965843633,0.211594015761021,0.666917879579102,-0.315360555863745,0.212401262918921,0.0196408263233452,0.243049014136471,-0.040798285457228,-0.0562974499530166,0.0383074826768145,0.0282201805015979
1,-1.0452862215245,1.22897069661359,0.0574520119504047,-0.151570495679123,0.697464440528653,0.676905638253861,0.204848797747747,0.633973952259621,-0.0966749346472366,0.04857929731519,0.0931646742122,0.435517126570696,-0.0534534389180559,0.00512423848763336,0.029570978781779,0.0488023304148074
1,-1.0353830159886,1.2050894955072,-0.00222586159573946,-0.180661212177841,0.700297829736329,0.661558957449972,0.239187842043743,0.836180247523613,-0.037317398812955,0.242514765077831,0.143066051492328,0.547939874201617,-0.0387536242419289,0.018956106720325,0.0315282338260333,0.0533671174105081
1,-1.07005529795306,1.23645645275222,-0.0390684928745627,-0.166538075261456,0.718665840434767,0.678990799807649,0.191301355149701,0.672040431296568,-0.13561386771113,0.000521433018377192,0.118241954872928,0.469041329070948,-0.0597612746850803,0.0387042121863155,0.04930154613011,0.0210319562330007
1,-1.08754717435967,1.25290413730911,-0.0493406145990358,-0.169153279699246,0.723041628788104,0.677428252581977,0.186533121809945,0.676995277367706,-0.142361075590055,-0.0185807456960487,0.124516120665704,0.478883464856552,-0.0619391048845807,0.0432817079488954,0.0544865460834449,0.0140913754126621
1,-1.03532417618783,1.21251909709904,0.0253322398911596,-0.159770229491461,0.701674824942721,0.672235051737217,0.207019560865717,0.682423878509654,-0.119429801616266,0.0852175695173996,0.0916069112076911,0.445026107365009,-0.0506666524219258,0.0288880819427382,0.0332394570371044,0.0435539466685411
1,-1.039538163027,1.21411958119732,0.0144779778095367,-0.158288875452679,0.719987214007664,0.658525120865085,0.177282542410151,0.684292905087325,-0.19131362249564,0.0152623707025287,0.103636741770691,0.442903593694219,-0.0542377175050426,0.0251555876320682,0.0264637462886826,0.059539013761766
1,-1.02720031097929,1.20368159242835,0.0318891076676238,-0.155673967879815,0.687816961290634,0.68402547097512,0.223522383337315,0.64864786600484,-0.05046761701661,0.100873874106434,0.111629329325028,0.445235361009121,-0.0499211182020821,0.0295713518016847,0.0219645365608479,0.060363110470068
1,-1.05877058648987,1.21802505427886,-0.0526556682067238,-0.166917917018177,0.668940457498839,0.673820282997267,0.226161624491587,0.636650035962976,-0.0396431569985055,0.0821320560452234,0.230901603003474,0.433529589686195,-0.0590246222753469,0.0553835469574069,0.0426962150011913,0.0283895892750487
1,-0.992269034338099,1.01534080839877,-0.49379507428879,-0.192429938571953,0.160458097718763,0.288532720737595,0.192342193726351,0.4070520679412,-0.287016570099836,-0.00158025400050622,0.279437240269395,0.171178185882199,-0.0731097776418969,0.0639019326927429,0.0637600739565918,0.00513085430300658
1,-0.986979616888917,1.01782043815711,-0.449128692046154,-0.202442096461553,0.124469633184001,0.292367814686583,0.258356049080289,0.508030366080537,-0.130053128883676,0.179711779990027,0.327993152898466,0.26972867389561,-0.0642291782865126,0.144857725389428,0.0377293799379398,0.0516485596618614
1,-1.00269981323267,1.0417670938312,-0.475117363001649,-0.180691851523287,0.18631243060164,0.322337149151085,0.198662647026784,0.360800051712407,-0.311091212348772,-0.033308693107021,0.305166716703315,0.123291133432987,-0.0781688012041507,0.103813070375779,0.0722937023019125,-0.0125126889464838
