testData1,testData2,testData3,testData4,testData5,testData6,testData7,testData8,testData9,testData10,testData11,testData12,testData13,testData14,testData15,testData16,testData17
1,0.101223648337023,-0.0388550231416856,0.0445078258437434,0.16448121762264,-0.0509439951265744,0.364509581104943,0.0142294646061166,-0.0787863894708076,0.187139565897207,0.444008338414354,0.280755111884739,0.0590923211324587,0.0867686096822911,-0.21262442464856,-0.0150572384242087,0.0269268855725902
1,1.27037378423945,-0.115907521983541,-0.0595338440597234,0.166424227139614,0.086467677061419,0.258008344306181,0.0885670837832014,-0.0446060132468018,0.223159413125395,0.464413717238102,0.225368538537832,-0.0829990701408921,0.105515676531567,-0.29495524260356,0.102540990470002,0.000495417391876172
1,1.30686596293937,-0.108229433566855,-0.0743287623322295,0.217718364273832,0.0137182358820681,0.277462390045741,0.15754788258379,0.00768206516140961,0.274613639272718,0.446893996419865,0.245224259824878,-0.0860777513266941,0.130870431100512,-0.294312047575157,0.0771529133840388,-0.0128646895481968
1,1.30718476112467,-0.202838860993491,0.0549291054016402,0.264255277283115,0.0728854321798935,0.306784578387199,-0.0804381047837763,-0.0174654902749094,0.238480445653229,0.440781182396437,0.20733871665288,-0.10432302933805,0.0947918205421739,-0.279834444943898,0.128089261808987,0.000842441618555602
1,1.34574025204361,-0.30008393001237,0.386300747491655,0.70333079883957,0.145338276765701,0.314026748931503,-0.233722158276332,0.0786818560539849,0.260458303381098,0.406491017461663,0.0709199846698196,-0.104831391317348,0.144031289814251,-0.356032827044713,0.151813634856971,-0.0643311799453967
1,1.40057423839728,-0.392688198056682,0.489616913636915,0.577924435085577,0.238205037245012,0.394614227773347,-0.382562760631789,0.152519239658709,0.282564065288378,0.501403592295589,0.04089107149664,-0.0920710286695989,0.0927566311490405,-0.310839815807059,0.194803328799763,-0.0396691402317227
1,1.27098337752858,-0.155950273829875,-0.00946414294923915,0.034531867212672,0.116353421878883,0.329702189258207,-0.00941148015889196,-0.0236506672842077,0.26901946254972,0.401588036952523,0.255430179896036,-0.0568897183477861,0.0847538116412238,-0.290857761937733,0.121072000332503,0.0224714300467615
1,1.35728615555665,-0.206721440126066,-0.0185724714906685,0.0848438324170329,0.0447604436110126,0.334706632580373,0.0163898736799282,-0.0568939610962374,0.281221255937931,0.439239455068339,0.325491916803599,-0.0800340409213871,0.103369426176722,-0.304494034123327,0.123061393520624,0.0158217141090537
1,1.38262576271101,-0.153449849174458,-0.0581552683062788,0.131112245975464,0.0579589205804001,0.395108560194875,0.0420877915088888,0.0150320452925537,0.338520357388807,0.52387613198832,0.292396332117113,-0.0528632553478723,0.0939552779050927,-0.30144515117973,0.116569277748506,0.00237227199582552
1,1.29804709209615,-0.164300282298797,-0.0430528349605446,0.119821414908133,0.0518041103756618,0.294237571543148,0.0567477103430575,-0.00565745166486256,0.295069732012214,0.475531876848102,0.295100683323267,-0.0543940136916328,0.112938138738192,-0.312997590644087,0.0992931344215505,0.00421622956175203
1,1.2626576105453,-0.153344306980236,-0.0515958782684422,0.181621289694054,-0.0272464687991835,0.24948406151171,0.0931358582509783,0.0169222453445366,0.313681217290672,0.543763321988325,0.285791383667753,-0.0492828998737945,0.105316403179623,-0.296312818714227,0.0844297993000536,-0.00154904406016309
1,1.28014879334824,-0.103678366723112,-0.104247014987477,0.221591157924174,-0.023598681840553,0.348134452726686,0.0596894955041878,-0.030549149264969,0.332296213242357,0.519811783092819,0.302323787689851,-0.059867510118521,0.11371791284098,-0.322433722786609,0.113697844086683,-0.0143610650930211
1,1.28812831604909,-0.163204055359864,-0.0552613924143179,0.118152643846873,0.0187785910719877,0.281801361932267,0.0573449626970199,0.00639923878671444,0.288136720225319,0.466986342559703,0.274737983815073,-0.0563200322337661,0.0973840572429298,-0.29825618900649,0.0927117787878533,0.00641071846831247
