testData1,testData2,testData3,testData4,testData5,testData6,testData7,testData8,testData9,testData10,testData11,testData12,testData13,testData14,testData15,testData16,testData17
1,0.848298459901214,0.828337776775819,-0.0611471935191436,-0.180531751620041,0.249463545682876,0.819375904985345,0.357364291076527,0.599505128196306,-0.31716218481864,0.102178649031349,0.42099238984562,0.169157093396145,-0.0289007068680921,0.105005120001814,0.0346730911195518,0.0500020921535368
1,0.881903209645588,0.826314772446785,-0.141023843312844,-0.213425940272021,0.0796608178460541,0.566806796333016,0.323435934705079,0.53212874115077,-0.349189251437018,0.0333467446284212,0.339614799161358,0.273868541268167,-0.00630731299797502,0.0908028578592295,0.0263200657369511,0.0462011995976047
1,0.724635772039134,0.697227900999175,-0.174606017745449,-0.17376141199254,0.0383757943755148,0.409048818443231,0.164597519849666,0.527851202712056,-0.258052573340717,0.107360876723825,0.27814368194839,0.269086935558084,-0.0174492304486996,0.0729795270509118,0.0595537996060565,0.0693478759179777
1,0.770130903526265,0.734672828963235,-0.109025600147385,-0.202098195863136,0.105983528490527,0.596672762528047,0.329293571507377,0.545126328877045,-0.331007581159672,0.0995320821223242,0.349494395858292,0.280559773151077,-0.0355678920570147,0.0922744321886465,0.0533664856579327,0.0612502707438911
1,0.920280104216495,0.818474698075398,-0.184873545994759,-0.177820829844815,-0.308566118495155,0.48712725779838,0.27360990767941,0.62350715612323,-0.335448425004646,-0.0114328176182773,0.275303898157452,0.369532728254234,-0.00972046200450012,0.0774022371225146,0.00616385147865054,0.0384126027803365
1,0.735782754664792,0.686020239998367,-0.226900584674855,-0.153067420298461,-0.12584232829696,0.226232191272469,0.0967554544832475,0.57459201376233,-0.197614733326911,0.0465359416563375,0.198805735085475,0.268530115040547,0.0100906346552416,0.0519432084293165,0.0545792150032816,0.0664475499498047
1,-0.881698507680286,0.891692452779655,-0.473924649815497,-0.184682632357129,0.18987991070477,0.345173349225559,0.230211953690389,0.467135989489474,-0.0882273979120955,0.109672104803897,0.369953183782508,0.303719111403759,-0.0572556426926682,0.0821969896217896,0.0142993773616607,0.0802671518542666
1,-0.928090225442987,0.928297310330228,-0.521780619967929,-0.199897786739197,0.190658077886878,0.307536954285079,0.20925242096236,0.521311330585807,-0.104142148883446,0.0941710481267891,0.386463390880308,0.3363255990192,-0.057256870507007,0.0728577697858765,0.0241031045576642,0.0719156864098291
1,-0.891150845024557,0.898308563243191,-0.464587655895627,-0.185450548358861,0.171225273864664,0.317284491284404,0.218082747729632,0.481780404121554,-0.112758000127318,0.124590973449452,0.352953012308168,0.296125577724113,-0.0505917309342172,0.060184510489942,0.0132435700323217,0.0811989702951008
1,-0.911614003867597,0.914052636033375,-0.493401930613173,-0.197363865224056,0.164497415151901,0.311536191301199,0.229281584693938,0.542283840967359,-0.115920028909278,0.156145577041643,0.373878767979967,0.341074891985698,-0.0522684484034255,0.0877907401078709,0.0300936625139429,0.055657564072296
1,-0.998217189658995,0.999444317846256,-0.560208534665389,-0.215220570331303,0.188345992569103,0.28964791405971,0.192252660781661,0.573233968497227,-0.302992816182293,0.0429193579276729,0.376950286563998,0.311635208773951,-0.0688437269831243,0.11572802030476,0.0526856169970141,0.031673270227009
1,-1.00994059410958,1.02308326251772,-0.521374811165098,-0.214866955825243,0.162904843854637,0.280756634658629,0.210085755217002,0.549025528634358,-0.261136484933325,0.133270452498043,0.348445987759258,0.234828935277744,-0.0600823001519628,0.109915924758588,0.0619169465047681,0.00845809230914197
