lable1,lable2,featureMatrix1,featureMatrix2,featureMatrix3,featureMatrix4,featureMatrix5,featureMatrix6,featureMatrix7,featureMatrix8,featureMatrix9,featureMatrix10,featureMatrix11,featureMatrix12,featureMatrix13,featureMatrix14,featureMatrix15,featureMatrix16
1,0,0.442478482429399,-0.300722821903644,-0.0128335054179962,0.616106562539547,-0.482264555784989,-0.100435661001297,0.0529410980722472,0.315703306916166,0.0297406281093097,-0.0177854031585794,-0.170549661469555,-0.061903389225491,0.0607907890338126,0.0663708979081505,-0.15895688208986,0.124546632315007
1,0,0.471044700744756,-0.334141169354006,0.00772720936257,0.664936256438033,-0.526817361221212,-0.106331344613032,0.0528170761521964,0.299374639317325,0.0241701453860978,-0.0208022335217288,-0.194784273943393,-0.080529804055281,0.0625678445777292,0.0773631433321115,-0.155583437373548,0.124132402301072
1,0,0.44606939639659,-0.402916294043626,0.163896807148457,0.663595127493947,-0.597627972612208,-0.0989309810605279,0.484401074724328,0.464782447430491,-0.0321227024660789,-0.0499353991606848,-0.215134032554106,-0.0871610872289429,0.0830904182101157,0.0121354560946267,-0.121147754469971,0.132887058329301
1,0,0.406689422699282,-0.377778028792854,0.20503192177745,0.595733513395784,-0.560064533737974,-0.0925229738738625,0.655718639001806,0.548003427399079,-0.0346470625420836,-0.0496048537563028,-0.214049281697972,-0.0717066785605129,0.016615478356333,0.0845674643589671,-0.129179945044647,0.12641324339468
1,0,0.413367005786615,-0.417525835383472,0.205716904488098,0.61798799996746,-0.609080548553328,-0.0944897602602859,0.648205326182737,0.516823562165606,-0.0298149468231754,-0.0488621800862852,-0.192858638862042,-0.061894749170752,0.0375632517656153,0.0408912701216509,-0.127989860395578,0.130762750704146
1,0,0.448096085944138,-0.437042331659441,0.20943997748087,0.672513350836601,-0.624050736059057,-0.106048093047429,0.612740201075548,0.556579166336281,-0.0310011866803023,-0.053237285400349,-0.216013523295043,-0.0781637585535822,0.0203397194084853,0.0791074958888265,-0.126769975717585,0.129962860276997
1,0,0.410238694215422,-0.385527570539376,0.212602072429279,0.618819587320861,-0.561708801613657,-0.0978494205296346,0.644374008835987,0.556761112231007,-0.0312831320712846,-0.0519405902488237,-0.186439881179052,-0.0591103588111312,0.0396519824277077,0.04007775696649,-0.118826035008221,0.126427255531985
1,0,0.418554243003214,-0.389197725622064,0.194849161330939,0.613714365710599,-0.576574999911642,-0.0949581500757863,0.661475854816795,0.532762170301331,-0.0309073050315099,-0.0490605119850496,-0.18438668597622,-0.0575973301584297,0.0347801235237016,0.0432137354105968,-0.132211808788377,0.131461723349568
1,0,0.413683510761292,-0.389138772689238,0.221403130023194,0.623916582527572,-0.578581946552055,-0.0969457466950704,0.650135513623418,0.523309268384281,-0.0334612551135619,-0.0515040135521968,-0.211261250260104,-0.0696756085128424,0.0376007136886139,0.0486413245652591,-0.116554544889524,0.126533556247524
1,0,0.461586002230378,-0.356248407441258,0.188955867373304,0.659409110473312,-0.54438929893336,-0.105355061191544,0.665790260685138,0.55473668669596,-0.0354720868746767,-0.053164177997931,-0.207511145611481,-0.0671794027136478,0.0247696439263913,0.0642835477801968,-0.14259173036269,0.137273804890904
1,0,0.4062486587016,-0.432377114014957,0.21946358614701,0.638133765477038,-0.604339636930186,-0.0986087197935633,0.603337609627949,0.591953534570242,-0.0218887132867955,-0.0455859746032445,-0.161610629973695,-0.0616862585440556,0.00227025424918225,0.103561793028594,-0.124355281885652,0.11893091537176
1,0,0.435335552548057,-0.425537162150451,0.24096464486112,0.673533326189632,-0.619985854737113,-0.105886199800572,0.608318350087234,0.541906245275487,-0.0314959267343524,-0.0546523437117364,-0.225447974140549,-0.0801072294430906,0.0337031510987253,0.0615625645322356,-0.112148297924897,0.126395429089739
1,0,0.401327488622574,-0.39429398506847,0.232003118318956,0.61726328144169,-0.57350716286017,-0.0973836091972505,0.617344374389275,0.58142684448849,-0.0309941907185706,-0.0522350536675685,-0.20226568570188,-0.0711792363814562,0.0226478077963907,0.0786739684888279,-0.109870129085097,0.118821436577809
