newCol,featureMatrix1,featureMatrix2,featureMatrix3,featureMatrix4,featureMatrix5,featureMatrix6,featureMatrix7,featureMatrix8,featureMatrix9,featureMatrix10,featureMatrix11,featureMatrix12,featureMatrix13,featureMatrix14,featureMatrix15,featureMatrix16
1,-0.618344350826836,0.737202977079867,0.0768387767505459,0.846976930008865,-0.41519351497954,0.131692857428128,-0.0321108707198218,0.53389027849861,0.569308330226208,-0.195287009987792,-0.105383946862289,-0.00931847031702432,-0.0276184949338146,-0.0842195423548814,0.0378581241975367,-0.00291482738894044
1,-0.65964034439546,0.784161444949558,0.0353091409837749,0.875192130189799,-0.41889343683719,0.17602506332979,0.176994614630568,0.0956109096471723,0.483193961483112,-0.086158494100909,-0.049805487197202,-0.0270049629768011,-0.0685465259655776,0.00322548967809265,0.0541544428588375,-0.0162423462798758
1,-0.662164458678948,0.809510936069201,0.101407998114537,0.818237754455903,-0.399940918973158,0.230580997127588,0.214238916305948,0.0326567658229771,0.45523917922602,-0.117395736572108,0.0647111012464097,-0.0268096929979644,-0.0839200568995277,0.036616475060444,0.0657496174318455,-0.0160071079031208
1,-0.650943194818662,0.770467916678731,0.0493633395752845,0.866049495917142,-0.429637509162789,0.277403292725948,0.0538914016568502,0.363519225863373,0.525525265533119,-0.153339534630458,-0.0601086426263007,0.00285910606055467,-0.0712097055863042,-0.0389267780392729,0.0596379787205646,-0.00771681993381419
1,-0.682352913628358,0.785139997501123,-0.0169076122442751,0.946027123903776,-0.471139190601719,0.290102048561772,-0.000836599341388618,0.458531663931346,0.52288966202374,-0.169406537664697,-0.0635582058195497,-0.0124916145805441,-0.074028281564783,-0.0592478393542015,0.0290495351509059,-0.00360789985444196
1,-0.56521750738653,0.695806220406741,0.0659216373398318,0.610146674842343,-0.311858384084139,0.160801917680594,0.190026589183178,0.121462520514689,0.50777278506494,-0.137826040669958,0.00119638214762936,-0.0113455549271234,-0.0451943767174586,0.00584121759649491,0.0602397697807178,-0.0144129435719853
1,1.09730624506011,0.899811824797725,-0.489153219110657,0.500882112467501,0.0347704685287021,0.245997519174691,-0.140694761711613,0.141558199177304,0.403374255166612,-0.169501118469185,0.0401490819954265,-0.0361882495091678,-0.0389149630343081,0.00608925471547042,-0.0181077464821926,-0.0477743007999219
1,-0.708022454757642,0.927630890260292,-0.651874034710515,0.107146493562692,-0.108904825876189,0.0616445571681838,0.171850322758688,0.295235318819464,0.474654868811353,-0.150902204533922,0.167482794215773,-0.0990824042171944,-0.0736906858885084,-0.100347690962602,0.0530547974188804,-0.00488533277858281
1,-0.75488570726672,0.865218705778007,-0.637624594301516,0.10194084284702,-0.159644333747789,0.159267147535054,0.114273512290515,0.303640511381252,0.394790643090549,-0.206400250738376,0.152453094776628,-0.071191419892962,-0.0496077398346744,-0.0484667055666305,0.0215586907915694,-0.00156478764073957
1,-0.769721969568912,0.796121523476534,-0.587809315220648,0.130266634430229,-0.195574705315198,0.17035169223904,0.115745292415684,0.162172887053148,0.349169890756013,-0.185636919533688,0.0996492408560655,-0.0408135609837184,-0.0167875163668248,0.0168853334695971,0.0495588551439305,-0.00840058081559734
1,1.39372151451966,1.1054438911118,-0.544383679344568,0.46822122936885,-0.332575072395289,0.284367729672566,0.521797067133368,0.464974981814223,0.224526732857573,0.0542258803462162,0.184074964196202,0.151102509453797,0.377928930040892,-0.116665804947756,0.0077082296964108,0.0649235128746665
1,1.3317076553367,1.0694260295432,-0.510934067252377,0.437920635284415,-0.233158052411189,0.203005554592859,0.577876093772339,0.562768391521188,0.212168945198032,0.0356467232451907,0.12606398466273,0.0993545649998249,0.211753170376973,-0.00184179997303235,-0.00650813133985549,-0.0249293715642965
1,1.33293884796433,1.06629180901583,-0.521501769478813,0.438944892228659,-0.276873302319179,0.191508964090996,0.468184625333491,0.487467239070882,0.306272927321141,-0.198449618045154,-0.00933881745671338,-0.00310229507309711,-0.0126808249556549,0.104402904675965,-0.0262288971249613,-0.0258796918667451
1,-0.659467989195178,0.630324659943278,-0.653941973359059,0.262509239120283,-0.269393210144554,0.431311441213159,0.0980927160140638,0.208619703863125,0.419858072536604,-0.149558480877331,0.0795574857980766,0.0121008139035598,-0.0767557350695479,0.00973243660224685,0.0304053037718942,-0.00771935788567986
1,-0.61730953977061,0.654094400991635,-0.634679832628418,0.28109686725283,-0.239274029464492,0.401371219850361,0.124884014395185,0.297780689546809,0.440569416614665,-0.175313611554007,0.0527097980711462,0.0524234175610527,-0.116259387663054,-0.0440108510172547,0.0188379719006435,-0.0113246108779218
1,-0.63543191939911,0.679259103716882,-0.651421103069715,0.25296451216538,-0.163340468194045,0.463441571800742,0.448026589321963,0.246395764324377,0.456864337831236,-0.371439740946363,0.00465337218419823,-0.00990123446885158,-0.121913082645284,-0.0114333520753535,0.0298550035390381,-0.00605981767823405
1,-0.625939679410139,0.657656541481749,-0.661760014482272,0.310469107781028,-0.182256212765105,0.290552233687886,0.349391696951617,0.420894294391492,0.486514350654644,-0.417750147909033,-0.0262384700597458,-0.00709715825309418,-0.0915779869063394,-0.0580067527424997,0.00768858008340231,-0.00127719927091627
1,-0.544983667629009,0.526623741879762,-0.669442525117008,0.284164387878568,-0.227922233303159,0.39605904689202,0.0881676827751154,0.337872033380672,0.360759953199776,-0.180438494033514,0.0071187120935713,-0.05862336186542,-0.0596638002153498,-0.0281526594625103,0.0437819661910072,-0.00524235248939623
1,-0.52427016365943,0.498816741574938,-0.696261264695701,0.379843206505404,-0.2618286054774,0.404641322998449,0.120716597240824,0.291365923773978,0.351663880445915,-0.173551652376271,0.035294439784826,-0.0678030627040116,-0.0814726253600413,-0.018931672824416,0.0429742597507949,-0.00684810777453787
1,-0.527269348759283,0.502607218411319,-0.665292141577735,0.303926325324841,-0.23952781026594,0.4379513365522,0.0853337320276441,0.339760265454083,0.360759128112368,-0.175908753725915,0.0233711720296945,-0.0638079776757886,-0.0676877516656006,-0.0224701832190023,0.0517611983641846,-0.00365848487966988
1,-0.560984201446986,0.565898989140465,-0.632445612960823,0.200832366811931,-0.197408692872944,0.369097388951366,0.114066708864272,0.31883799605158,0.388627302629548,-0.18557279252121,0.0165417840972654,-0.0410772788932095,-0.0571960691822495,-0.0282104667641477,0.0529735654248578,-0.00578329170438396
1,-0.500863849046415,0.535170446553944,-0.670361878188385,0.301130362177129,-0.209076454438463,0.414098782172353,0.131910422671295,0.304597218898978,0.368058130429621,-0.135795676603614,0.042990390182081,-0.050517369102069,-0.105569756541924,-0.0478494915493955,0.0532489827695151,-0.00271220268750709
1,-0.77896620341709,0.851803734050321,-0.735300045459703,0.135275246100673,-0.213272581201757,0.418691198017351,0.0944721667641636,0.312484203290727,0.377879101820556,-0.192786140327014,0.156236074059917,0.0159147469081759,-0.116453702858533,-0.0498594131604188,-0.0373303606923198,-0.00500146760143462
1,-0.748689580196397,0.835920955540785,-0.659568162570931,0.0382964453441835,-0.156433882624016,0.396403485891983,0.163701433800872,0.240130492945269,0.393841256650351,-0.190667919901726,0.107897583292339,-0.00938468352008251,-0.0877207188585887,-0.031632915712873,-0.00900570246351013,-0.00959059068800683
1,-0.969603056044318,1.24752496597791,-0.13953581805516,0.216809977793774,-0.201367321379812,0.265619054330924,0.122492675879881,0.293518243789989,0.444572450846353,-0.181461888859152,0.0844013294410191,-0.0845117738863804,-0.0432866799140297,-0.0578917965128085,-0.0434686411108423,-0.00813617859437243
1,-1.0478878165148,1.2992441739627,-0.212972486410525,0.344873163471959,-0.275537959579353,0.175896432828083,0.0606239222851958,0.377215280074477,0.410856001024121,-0.286497717385432,0.259369381756654,-0.0810905583027319,-0.0565648019641697,-0.0443270240862996,-0.0549818645818443,-0.00182281472693563
1,-0.984444665795984,1.31641879756193,-0.104899323428096,0.243818840227521,-0.201168213154491,0.367499377711788,0.110169982343478,0.321786013399338,0.453626566575369,-0.139448656774849,0.121526333253767,-0.0928407451923301,-0.079028035505465,-0.0812262437037538,-0.0514757860863188,0.000724801430626452
1,-0.930085019605411,1.19051056134367,-0.0583572050974278,0.351582342671322,-0.250564360059923,0.259641104072281,0.0794887009509993,0.353417819440696,0.451665681036568,-0.196917144907629,0.0721199681706877,-0.0560466428546144,-0.0489786164491054,-0.0608024290514883,-0.0240499046021286,-0.00660671194161865
1,0.331871433156737,0.231478055522195,-0.290077425052986,0.394823975168051,-0.0696286963717885,0.216975831954047,0.336125415910815,0.432109325302127,0.337763836421595,-0.0626075834333851,0.100647453330818,-0.0915869644285447,-0.180414428147931,-0.0347233528796086,-0.0187740842706023,-0.0893508942649962
1,-0.271409374591447,0.225803985401476,-0.504093545123484,0.473320616277931,-0.262245563330918,0.287163016483231,0.0779034282827178,0.368445416796914,0.360180612912189,-0.212268560926316,0.0752660790593577,-0.0420381243148784,-0.067470109260774,-0.0304808954091607,0.051544977155337,0.00114984708598504
1,-0.540972186166347,0.537592763592401,-0.641398873665475,0.279326198390058,-0.241729491084255,0.375041852523499,0.0956806789455823,0.307094784643177,0.334091076781386,-0.248443111655391,0.219774804770166,0.0375660502325071,-0.109627786947013,-0.00863365388972362,0.0343843068625747,-0.00076451085743856
1,-0.0935495931489184,0.0484518632187242,-0.324932232377842,0.433271609961863,-0.225319802400178,0.266747213624797,0.092032499477884,0.244494270729948,0.301063164672233,-0.179581199597073,0.127056875468944,-0.0278408671999032,-0.0741930178871504,-0.0117598204175829,-0.0137108834796285,-0.000425324004711817
1,-0.55299770318514,0.536310676161573,-0.675938688177194,0.341051094390782,-0.278291524396609,0.478994445042256,0.0607744859202598,0.369761671442113,0.343098674622623,-0.244901699134666,0.205284106641763,0.0385558927885947,-0.120163822032926,-0.0196979873397157,0.0209759111624766,0.0015266298614112
1,-0.194677812301526,0.148224063869522,-0.421190905664858,0.442129936646489,-0.242477138157838,0.252776741222494,0.021982210298192,0.41577984706154,0.332592891070088,-0.210579401289171,0.0582254522681663,-0.0376863890657064,-0.0533303541681029,-0.0451864623230792,0.0265644722749652,0.00134510789173973
1,-0.0968716558500201,0.04898204643092,-0.355730762582145,0.468122876976683,-0.232446233944965,0.290388087620705,0.0654587128262004,0.350656859121789,0.315364218377291,-0.18766398200593,0.074908614186956,-0.0606262449239711,-0.0709861389156262,-0.0383842117080775,-0.00856536972454579,0.00565150751157381
