lable1,lable2,featureMatrix1,featureMatrix2,featureMatrix3,featureMatrix4,featureMatrix5,featureMatrix6,featureMatrix7,featureMatrix8,featureMatrix9,featureMatrix10,featureMatrix11,featureMatrix12,featureMatrix13,featureMatrix14,featureMatrix15,featureMatrix16
1,0,0.411996055705325,-0.327429856303494,0.206306388022805,0.598177448273589,-0.512478653171091,-0.0922867299874797,0.680845955000481,0.547911185114301,-0.0355932720784181,-0.0464669872981837,-0.21262185599109,-0.0732862943362505,-0.00140450390783763,0.116035165266547,-0.134373318460267,0.124053552726202
1,0,0.448538343488646,-0.388604647234987,0.203603625246703,0.65034586814251,-0.594194707487606,-0.102973953618534,0.646824110634767,0.537813897105089,-0.0331812644511798,-0.0560345808475748,-0.198039591650769,-0.0596791920148088,0.0580637565752996,0.00550247029872359,-0.126450600854576,0.137209362653476
1,0,0.452662803973429,-0.405988566926286,0.200235424163488,0.662241049598243,-0.613040738988205,-0.10076045729553,0.633138100927961,0.560350327391405,-0.024807624549516,-0.0450839700884873,-0.182401448558105,-0.0644186716157524,-0.00225876861957577,0.105431902862344,-0.158318521262593,0.136210264414772
1,0,0.418982726283125,-0.421942895684914,0.226292971014396,0.648041735675145,-0.593661365893538,-0.105299600782405,0.607352149930684,0.573001300415575,-0.0324934515832344,-0.0588539263359527,-0.200798669731789,-0.066645016938889,0.0574395929979383,0.0171159784701087,-0.0972853529463378,0.123226401023542
1,0,0.410144686148512,-0.42479373838094,0.246707883451009,0.653225659097695,-0.598223367335351,-0.103086492614143,0.595198410345594,0.575774539892528,-0.0304767411708384,-0.0524443307666251,-0.220703692900236,-0.0854724643082074,0.0105866860262389,0.107354012424475,-0.100504429278781,0.113972591554934
1,0,-0.906929848752527,0.187153430202191,-0.205746957641428,0.690898596098463,-0.436717732155455,0.165170560537221,0.777370316880724,0.70976884092525,-0.0469990862518434,0.191081332530271,-0.212336566871353,-0.149196931049409,-0.0743200704028212,0.0454057194088017,-0.0627616077373178,0.134870835110981
1,0,-0.900012363497817,0.358920756351002,-0.45272418699084,0.61156328225435,-0.32099058483817,-0.035631772915736,0.207475399480828,0.421405195375209,0.0758615051496413,0.250150666950201,-0.19538805947587,-0.104502865022957,-0.0429786941410878,0.0753389175948485,-0.111812222286977,0.133609532091077
1,0,-0.876868136738975,0.310288399353456,-0.391611518765452,0.616319487567516,-0.335176194977874,0.0298455020359907,0.332265075099574,0.478900942931818,0.10839003756764,0.200938615699534,-0.199455517281887,-0.0951519004092648,-0.0156993973934679,0.0958211896116687,-0.0868162373552168,0.155606034847722
1,0,-0.82981086859807,0.240873732512901,-0.284426217239126,0.590605220858592,-0.359387736941439,-0.0132297916787632,0.495213046240407,0.550574868653357,-0.0120470958329635,0.18991142219117,-0.17307589168585,-0.117633092212865,-0.0377354823006631,0.089009218256936,-0.0706193834942871,0.157828377481466
1,0,-0.806470119328656,0.269232482794811,-0.31792643616352,0.53478130724709,-0.339033579515736,-0.198827937752794,0.389634657168398,0.486043041075354,0.0318481158609113,0.19816133174303,-0.161804359534042,-0.0912379950960032,-0.00980900406319186,0.119479994898932,-0.0675753935494627,0.178539780803242
1,0,-0.463459967416197,0.0786644307086975,-0.180212352115145,0.490344772506576,-0.207268916855152,0.465860445764711,0.323898430530224,0.460785635900416,-0.0972778405041125,0.232761757128432,0.0547946812829346,-0.390854132962674,0.639853412332112,0.314981555477956,-0.180699856192765,0.102235511025025
1,0,-1.15363696005501,0.353612539039397,-0.397578692105472,0.77208457570526,-0.567734533499322,-0.399799813496097,0.615823541586056,0.614250269237956,0.00356363506115795,-0.183644152793899,-0.235235408829054,-0.0396066498050658,0.0529485761435193,0.052611834290948,-0.172352458400794,0.0393386886775656
1,0,-1.18173130608771,0.359194987134186,-0.426431413068321,0.834452512523569,-0.596573823375459,-0.346882984095192,0.588734732297049,0.635727882860667,-0.137524344926894,0.0141709399889197,-0.25616586561406,0.00129410542639592,0.12084723405469,0.0791829647987411,-0.160993554579334,0.0725225854745125
1,0,-1.22307804675208,0.49324876339736,-0.600457246470046,0.789295338470833,-0.51822543205072,-0.434782309972208,0.240334649378704,0.445992805003167,0.000974244792357274,0.0364004732376433,-0.264671573041584,0.0333167175538343,0.0812661304442769,0.0646433791379228,-0.17399622392359,0.0963417359599198
1,0,0.783642397436195,-0.000564638693251907,-0.442629809224796,0.662640203806468,-0.362332043349054,-0.145461397793818,0.239441865780262,0.605518202618578,0.0338432682360547,-0.0360399070984398,-0.072238418710393,-0.0166352515209022,0.0371468584326688,0.0857254975021165,-0.186973292669456,0.151463104856458
1,0,0.850049152167925,0.0749225292857995,-0.502540968694122,0.615358318901841,-0.316336285329028,-0.1192944390709,0.334327818802446,0.485964527146701,-0.0498317632778759,-0.0679260198413566,-0.137781601528286,-0.08932251915874,0.0224054099411002,0.0531468733086505,-0.121329854937016,0.125250278783626
1,0,0.442152205823258,0.119154310901393,-0.410819835708043,0.434311696022484,-0.413169404057974,-0.273869631437092,0.558103811514524,0.487816961794313,0.439998675164832,0.113951675594931,-0.28130132130791,0.24565988340896,0.249690052519285,0.183244376282323,-0.154572919950514,0.185979697241004
1,0,0.549438527770124,0.169938715945193,-0.319070381721583,0.270378122246598,-0.245002410928077,-0.0753538003884987,0.342648521466651,0.472453204423845,-0.0113201465396087,-0.0471737787962453,-0.19611182329965,-0.0517822511711828,0.0269692568675391,0.0800687549172537,-0.0812686685074171,0.0949930158223637
1,0,0.662689264402467,0.233120819971372,-0.423729832456418,0.375642641985279,-0.109915789002905,-0.0957162204177328,0.49326964732366,0.339315919055287,-0.0333114828790021,-0.0533593243107423,-0.241759715577789,-0.0544495488078601,0.0349490243065834,0.0343592420057072,-0.13523985033278,0.131071823109909
1,0,0.693503590290793,0.242985455056789,-0.440573553569953,0.350221195551606,-0.191294106592973,-0.0858754498023309,0.46613977945303,0.439166673782054,-0.0383413761520263,-0.0583884161109553,-0.202041507370773,-0.0552729116330809,0.0263511914013186,0.0428916547541338,-0.119351989312626,0.120580943055458
1,0,0.741675706841928,0.331922370769977,-0.540311041704491,0.263455388022447,-0.238643118635333,-0.0748624440269718,0.429478609483999,0.446282020480436,-0.036914594439649,-0.0637508136250547,-0.23635071893991,-0.0664731617433563,0.0453504100317558,0.0337217522910927,-0.0936827459020546,0.115233151920968
1,0,0.723714450817347,0.241590378522423,-0.480056134955676,0.3249471639492,-0.270809603400398,-0.0879454385365941,0.416937488448494,0.517127647798021,-0.025361609412337,-0.0619688352941384,-0.215856049224073,-0.0608203688437614,0.0286823118743371,0.0643763890970383,-0.103687013993636,0.116763934008195
1,0,0.812757902358846,0.693554355946366,-0.139193392687583,0.416578115081066,-0.296842196848321,-0.0770596001126733,0.353018289563357,0.52851791071952,-0.00145320571266088,-0.0561731781150169,-0.180491781276464,-0.0407390112846971,0.05758465908505,0.0268523929379702,-0.100169059472679,0.115724349609252
1,0,0.820807061802203,0.648485219589394,-0.162274514131249,0.411501202852376,-0.334240953016188,-0.071029207031333,0.364465787686704,0.508585112355052,-0.0143101719370212,-0.0596540365223455,-0.201122153912008,-0.0617519638774529,0.0301312098681266,0.058838965407944,-0.10190881625182,0.115667507036669
1,0,1.04277888922508,0.24135678621453,-0.636327657258916,0.688083466509164,-0.544733029062694,-0.121830563840673,0.372102665985897,0.490860611925261,-0.0413746153511845,-0.0768725183770595,-0.16673205155943,-0.0927418506356802,0.0698697705035218,0.0702190150952044,-0.139521985476806,0.168554467658318
1,0,1.1301268484496,0.146558422837084,-0.680871457284437,0.734323026083392,-0.677459433423421,-0.140513499548685,0.223459503887272,0.737739023807958,-0.022524508779489,-0.0945235309075888,-0.109988708173889,-0.0932741277615062,0.0291407111973984,0.0856975425197769,-0.0936068843571826,0.145927733747854
1,0,1.12333239340642,0.194167961622288,-0.649943290691728,0.683429037835274,-0.69776256603479,-0.116734071281868,0.275999640924088,0.617262489243693,-0.0552060739616138,-0.0961479932209546,-0.191443052648508,-0.139772729016779,0.0320202457268836,0.102050764300333,-0.0670713884379357,0.131243921211352
1,0,1.06335732221841,0.104847494041105,-0.574295290344086,0.682698599318871,-0.737277872993856,-0.118153570067311,0.172789382367197,0.734495413168933,-0.030325808385561,-0.0886407843412878,-0.112290454455961,-0.0967416615848981,0.0284714672483407,0.0868183576406237,-0.100700839395342,0.135164159366406
