Var1,Var2
DM01,14
DM02,18
DM04,3
DM06,23
DM07,20
DM08,20
DM10,20
DM12,20
DM13,20
DM15,16
DM16,16
DM19,22
DM20,19
DM22,22
DM25,5
DM26,13
DM27,18
DM28,20
DM30,18
DM34,25
DM36,20
